date,symbols,summary
2026-02-13,COIN,"BTIG Maintains Buy on Coinbase Global, Lowers Price Target to $280"
2026-02-13,COIN,"Coinbase CEO Brian Armstrong stated the company has the ability to launch its own prediction market business, noting their partnership with Kalshi is not exclusive. Coinbase recently rolled out prediction services in all 50 states for Super Bowl LX, where over $1 billion was wagered. For Q4 2025, Coinbase reported $1.78 billion in revenue, missing analyst forecasts, though EPS of $0.66 beat expectations. Full-year revenue reached $7.2 billion, up 9% year-over-year. Shares closed down 7.90% at $141.09 on Thursday."
2026-02-13,COIN,"U.S. Treasury Secretary Scott Bessent labeled recent crypto market volatility as 'self-induced' and criticized Coinbase for opposing the Digital Asset Market Clarity Act. The bill proposes splitting oversight between the SEC and CFTC. Bessent, who previously called Coinbase a 'recalcitrant actor' on Feb. 10, suggests the legislation would provide market comfort. Coinbase missed revenue expectations and its stock is down 42% this year. While a Senate Banking Committee vote was postponed, Polymarket traders estimate a 61% chance of the bill passing this year."
2026-02-13,COIN,"Coinbase stock closed down 7.90% at $141.09 on Thursday. The company reported Q4 revenue of $1.78 billion, a 5% quarterly decline that missed expectations, though adjusted earnings beat forecasts. Full-year trading volume increased 156%. Coinbase guided Q1 subscription and services revenue to $550 million–$630 million and reported $420 million in transaction revenue through Feb. 10."
2026-02-13,COIN,"Needham Maintains Buy on Coinbase Global, Lowers Price Target to $230"
2026-02-13,COIN,"Following a January inflation report showing a 2.4% annual rate, growth-sensitive stocks experienced a rally, with Coinbase (COIN) posting a 3.63% premarket gain."
2026-02-13,COIN,"Cryptocurrency markets extended losses on Wednesday, with Coinbase shares closing down 7.90%. Bitcoin traded between $65,000 and $68,000, down 16% in February, while Ethereum is down over 20%. Analyst Ali Martinez noted Bitcoin's 1130-day simple moving average at $66,500 has historically marked cycle bottoms, while Rekt Capital warned that a weekly close below the 200-week exponential moving average of $68,300 could signal further bearish acceleration."
2026-02-13,COIN,"Barclays Maintains Equal-Weight on Coinbase Global, Lowers Price Target to $148"
2026-02-13,COIN,"Coinbase shares rose 13% to $159.44 after reporting Q4 adjusted EPS of 66 cents, beating the 64-cent consensus estimate, despite total revenue of $1.78 billion missing the $1.85 billion forecast."
2026-02-13,COIN,"Coinbase Global Says Aware That Customers May Be Unable To Buy, Sell, Transfer On Coinbase.com At This Time"
2026-02-13,COIN,"Coinbase Glb Q4 Adj. EPS $0.66 Beats $0.64 Estimate, Sales $1.781B Miss $1.848B Estimate"
2026-02-13,COIN,"Coinbase Global reported Q4 2026 earnings on Feb. 12, 2026, with an EPS of $0.66, missing the $1.05 estimate by 37.14%. Revenue was $491 million lower than the same period in the previous year. Historical data shows Q3 2025 EPS at $1.44, Q2 2025 at $0.12, Q1 2025 at $1.94, and Q4 2024 at $3.39."
2026-02-13,COIN,"Coinbase reported Q4 revenue of $1.78 billion, missing the $1.85 billion consensus, with adjusted EPS of $0.66, beating the $0.64 estimate. Full-year 2025 revenue was $7.2 billion, up 9% year-over-year, with total trading volume reaching $5.2 trillion. The company has 12 products generating over $100 million in annualized revenue. Coinbase expanded its share and debt repurchase plan by $2 billion in January 2026. Shares traded at $141.80 after hours."
2026-02-13,COIN,Piper Sandler maintained a Neutral rating on Coinbase (COIN) while slashing its price target from $270 to $150. The stock closed at $141.09 on the previous Thursday.
2026-02-14,COIN,"Gemini Space Station (GEMI) shares rallied 12.39% alongside Bitcoin, which rose 4% to over $69,000. The stock's movement is attributed to its correlation with Bitcoin activity and potential sympathy with Coinbase's better-than-expected Q4 adjusted EPS results."
2026-02-14,COIN,"Coinbase reported mixed Q4 results, leading several analysts to lower price targets: JPMorgan to $252, Rosenblatt to $240, Canaccord Genuity to $300, and Benchmark to $267. Despite the cuts, analysts maintain positive ratings, citing diversification into stablecoins, staking, and payments as key long-term growth drivers."
2026-02-14,COIN,"A bipartisan group is working on crypto market structure legislation, though challenges remain regarding DeFi and regulatory conflicts. SEC Chairman Paul Atkins emphasized the need for congressional action, while Coinbase CEO Brian Armstrong warned that the company might withdraw support if the final framework is unfavorable."
2026-02-14,COIN,"Following a softer-than-expected inflation report of 2.4% for January, Coinbase (COIN) shares surged 17% on Friday, ranking among the top gainers in the Russell 1000 index."
2026-02-14,COIN,"BlockTower founder Ari Paul describes crypto markets as being at a critical 50/50 juncture. Scenario A suggests a structural cycle top has been reached due to limited real-world adoption. Scenario B suggests the current downturn is a macro-driven correction within an uptrend. Paul notes that if Bitcoin prices remain stagnant, companies like Coinbase (NASDAQ: COIN) could face significant pressure due to their reliance on transaction-driven revenue models. Paul is currently long but plans to reassess his position around $90,000, while acknowledging a potential crash to the $15,000–$40,000 range."
2026-02-14,COIN,"Coinbase (COIN) shares are showing potential for a new uptrend after finding support at the $145 level, a price point that has historically triggered buyer interest in August 2024 and April 2025."
2026-02-16,COIN,"The Fairshake super PAC has raised over $190 million for the 2026 midterm elections, with Coinbase and Ripple Labs each contributing $25 million and Andreessen Horowitz contributing $24 million. While the industry is aligning on political spending, Coinbase CEO Brian Armstrong recently opposed a draft crypto market structure bill, labeling it worse than the current status quo, despite support from other industry players like Ripple."
2026-02-16,COIN,"Cryptocurrencies experienced a downturn on Sunday, with Bitcoin falling to the $68,000 range and Ethereum dropping below $2,000. Approximately $325 million in market liquidations occurred in 24 hours. Analyst Ali Martinez identified a potential 'Adam & Eve' pattern for Bitcoin, suggesting a break above $71,500 could lead to $79,000. Meanwhile, consumer inflation slowed to 2.4% in January."
2026-02-16,COIN,"Investor Steve Eisman expressed a preference for Charles Schwab over Robinhood and Coinbase, citing the latter companies' exposure to volatile cryptocurrency markets. Eisman noted Coinbase's revenue declined 22% and it missed earnings per share estimates. He warned that Coinbase's stock price will likely continue to fall as long as crypto prices decline. Year-to-date, COIN shares have fallen 30.53%."
2026-02-16,COIN,"Coinbase CEO Brian Armstrong stated that retail users are 'buying the dip' in Bitcoin and Ethereum, maintaining strong balances. Coinbase reported Q4 2025 revenue of $1.78 billion, missing estimates, but beat EPS forecasts with $0.66. Full-year revenue was $7.2 billion, up 9% year-over-year. Armstrong mentioned potential plans to launch a prediction market business. COIN shares closed 16.46% higher at $164.32 on Friday."
2026-02-17,COIN,"Benzinga's options activity scanner identified a bearish put option sweep for Coinbase (COIN) expiring on February 27, 2026. The trade involved 80 contracts at a $160.00 strike price, split across 6 trades. The total cost was $54.1K, with a price of $672.0 per contract. Open interest at this strike was 325 prior to the trade, with 4,012 contracts traded today."
2026-02-17,COIN,"Cryptocurrencies traded flat on Monday amid thin holiday liquidity. Bitcoin traded near $68,000, while Ethereum rose 1.57% to $2,001.73. Over $215 million in market liquidations occurred in 24 hours. Analyst Michaël van de Poppe suggested the current period is an accumulation opportunity, noting the ETH/Silver ratio is at its lowest since 2021. CryptoQuant reported the Bitcoin Adjusted SOPR has dropped to the 0.92–0.94 zone, historically indicating bear market stress."
2026-02-17,COIN,"CFTC Chairman Mike Selig announced a friend-of-the-court brief to defend the agency's exclusive jurisdiction over prediction markets, which he argues are federally regulated swaps, not gambling. Nearly 50 state lawsuits target exchanges including Coinbase, Kalshi, and Polymarket. A federal win could nullify state gambling claims, while a state win could lead to fragmented licensing and product pullbacks for firms like Coinbase and Robinhood."
2026-02-17,COIN,"Ark Invest CEO Cathie Wood attributed Bitcoin's recent weakness to algorithmic selling rather than fundamental issues. Wood joined the advisory board of LayerZero, a cross-chain interoperability protocol. Ark Invest recently purchased $18 million in crypto-related equities, including $12 million in Robinhood, $2 million in Bullish, and $4 million in Bitmine Immersion Technologies, while maintaining exposure to Coinbase, Circle, and Block through ETFs."
2026-02-17,COIN,"Mizuho Maintains Neutral on Coinbase Global, Lowers Price Target to $170"
2026-02-17,COIN,"Investor Kevin O'Leary remains long on Bitcoin but warned that quantum computing risks are causing institutional hesitation, suggesting allocations may stay below 3%. Coinbase has formed an advisory board to assess quantum computing threats. O'Leary predicted that cryptocurrency market structure legislation will pass before the midterm elections, potentially by May 15."
2026-02-18,COIN,"On February 17, 2026, Cathie Wood's Ark Invest acquired 41,453 shares of Coinbase for approximately $6.9 million across its ARKF, ARKW, and ARKK ETFs. The firm also purchased $6.1 million in AMD and $8 million in Broadcom, while selling $2 million worth of Airbnb shares."
2026-02-18,COIN,"Coinbase CEO Brian Armstrong stated the company is misunderstood by Wall Street due to traditional finance's skepticism toward crypto disruption. Coinbase reported 2025 Q4 revenue of $1.78 billion and a full-year revenue of $7.2 billion, a 9% increase. The stock has a consensus price target of $314.94 from 29 analysts, with recent ratings averaging $194. Coinbase recently withdrew support for a market structure bill due to rules prohibiting rewards on idle stablecoin balances."
2026-02-18,COIN,"BlackRock's amended S-1 filing for its iShares Staked Ethereum Trust ETF reveals an 18% 'Staking Fee' on gross staking rewards, split between the sponsor and prime execution agent. Coinbase serves as both the custodian and prime execution agent. Shareholders will receive approximately 82% of staking rewards, subject to an additional 0.12% to 0.25% annual sponsor fee. The ETF is set to list on Nasdaq under the ticker ETHB."
2026-02-18,COIN,"Coinbase Head of Institutional Strategy John D’Agostino defended MicroStrategy’s Bitcoin holdings, stating there is no evidence of forced selling. MicroStrategy holds 717,131 BTC at an average cost of $76,027. Coinbase reported Q4 revenue of $1.78 billion, a $667 million net loss, and Q1 guidance of $550–$630 million. Following these results, Piper Sandler cut its COIN price target from $270 to $150."
2026-02-19,COIN,Senator Elizabeth Warren wrote to Treasury Secretary Scott Bessent and Fed Chair Jerome Powell urging them not to use taxpayer funds to bail out crypto billionaires. The letter noted that Coinbase CEO Brian Armstrong reportedly lost $7 billion amid recent market volatility. Warren expressed concern that government intervention could enrich crypto entities like World Liberty Financial and called for stronger protections for retail crypto investors.
2026-02-19,COIN,"Coinbase CEO Brian Armstrong stated that quantum computing is a 'solvable' issue and that the company is actively working with major blockchains to upgrade to post-quantum cryptography. Coinbase recently formed an advisory board to assess quantum threats. Despite these efforts, some industry figures, including Kevin O'Leary and Vitalik Buterin, have expressed concerns regarding the long-term cryptographic safety of networks like Bitcoin and Ethereum."
2026-02-19,COIN,"Coinbase CEO Brian Armstrong was a key speaker at the inaugural World Liberty Forum at Mar-a-Lago. The event featured discussions on digital asset market structure, with CFTC Chair Michael Selig expressing readiness to support new technologies and defend prediction markets. Other notable attendees included Binance co-founder Changpeng Zhao and Goldman Sachs CEO David Solomon."
2026-02-20,COIN,"Cryptocurrencies remained flat on Thursday amid rising U.S.-Iran geopolitical tensions. Coinbase shares closed up 1.15%. Bitcoin is consolidating within a descending channel, with analyst Ali Martinez identifying $67,000 as the resistance level to clear for a breakout. CryptoQuant reported that Ethereum 'accumulating whales' show no selling behavior, with continued buying at lower prices."
2026-02-20,COIN,"Coinbase Global (NASDAQ: COIN) shows bullish sentiment among options traders, with 37% of 35 detected trades being bullish and 34% bearish. Total volume is 7,608 with an average open interest of 1847.28. The stock is trading at $164.55, up 0.3%. Five analysts in the last month provided an average price target of $252.2, with ratings ranging from Neutral to Overweight and Buy, and price targets between $170 and $340."
2026-02-20,COIN,"Ripple CEO Brad Garlinghouse raised the probability of the Clarity Act passing by the end of April to 90% following a White House meeting with crypto and banking leaders, including Coinbase CLO Paul Grewal. While industry leaders express optimism for a compromise on stablecoin yields, prediction market odds on Kalshi for the bill passing before June spiked to 85% before sliding back to 46%."
2026-02-20,COIN,"At the World Liberty Forum, Coinbase CEO Brian Armstrong and Senator Bernie Moreno discussed U.S. crypto regulation and Bitcoin's outlook. Armstrong stated Coinbase did not block the crypto market structure bill but raised concerns regarding stablecoin yield restrictions. He believes a compromise is near, potentially leading to legislation by April 2026. Armstrong also noted Coinbase is evolving into an 'everything exchange' and is preparing for quantum computing threats."
2026-02-20,COIN,"A working paper from Fed economists suggests Kalshi's real-time macro forecasting rivals or beats professional Wall Street forecasts, with a perfect track record on rate predictions before FOMC meetings since 2022. Coinbase CEO Brian Armstrong has integrated Kalshi-powered contracts as part of his 'Everything Exchange' strategy, positioning the platform as a competitor to traditional financial and betting markets."
2026-02-20,COIN,"Coinbase Head of Prediction Markets Toni Gemayel identified three key differences between Coinbase's prediction markets and traditional sportsbooks: better pricing (often 10% cheaper), the ability to trade in and out of markets at any time, and a peer-to-peer model that aligns interests with customers rather than the house. Coinbase plans to innovate with sports derivatives and markets like climate risk, Fed interest rates, and CPI."
2026-02-21,COIN,"Coinbase has launched prediction markets in all 50 U.S. states in partnership with Kalshi, covering crypto, politics, and sports. Head of Prediction Markets Toni Gemayel stated the move aligns with Coinbase's strategy to become an 'everything exchange.' The platform, which acquired Gemayel's The Clearing Company in December, plans to add support for equities and commodities by the end of 2025. Employees are prohibited from betting on these markets."
2026-02-21,COIN,"The White House is directly leading stablecoin legislation talks, with a draft text that prohibits earning yield on idle stablecoin balances. The proposal includes civil penalties of $500,000 per violation, per day, enforceable by the SEC, Treasury, and CFTC. Representatives from Coinbase, Ripple, Andreessen Horowitz, and various banking trade groups attended the session. An end-of-month deadline for a deal is considered realistic."
2026-02-22,COIN,"Coinbase Global, Inc. (COIN) was among the top 10 large-cap gainers for the week of Feb. 16-Feb. 20, rising 11.32%. Mizuho analyst Dan Dolev maintains a Neutral rating on the stock."
2026-02-23,COIN,"Following President Trump's announcement of 15% global tariffs, major cryptocurrencies including Bitcoin, Ethereum, and XRP fell. Coinbase (COIN) shares closed up 1.15%. The Crypto Fear & Greed Index hit a record low of 5. Analyst Ali Martinez warned of a potential death cross on the three-day chart, projecting a 30% decline for Bitcoin to $40,000."
2026-02-24,COIN,"Cryptocurrencies and stocks declined on Monday due to global tariff concerns and AI disruption fears. Bitcoin fell below $64,000, and Coinbase (COIN) shares dropped 6.48%. Over $466 million was liquidated in the crypto market. Analysts remain bearish, with some suggesting Bitcoin could fall below $60,000, while others project a market bottom in July or August 2026."
2026-02-24,COIN,"Benzinga's options activity scanner identified a bearish put option trade for Coinbase (COIN) in today's session. The trade involves 15 contracts at a $170.00 strike price, expiring on April 17, 2026, with a total trade price of $31.5K."
2026-02-24,COIN,"Six Democratic senators, led by Adam Schiff, are urging the CFTC to ban prediction market contracts involving death, war, terrorism, and assassination. The letter specifically cites three controversial Polymarket listings. While Kalshi avoids such topics, the potential regulatory crackdown could impact the volume and liquidity of prediction markets, affecting platforms like Coinbase and Robinhood."
2026-02-24,COIN,"Coinbase launched 24/7 stock and ETF trading for U.S. users, offering over 8,000 assets with zero-commission and fractional shares starting at $1. The company also announced a partnership with Yahoo! Finance, allowing users to trade directly from charts on the site. Coinbase plans to expand these offerings, including 24/7 trading for international users and future tokenized stocks."
2026-02-24,COIN,"Binance co-founder Changpeng Zhao suggested Wall Street should prioritize concerns over AI disruption rather than cryptocurrency, following a 13% drop in IBM shares due to Anthropic's AI advancements. Coinbase CEO Brian Armstrong previously noted that traditional finance players struggle with crypto disruption. Market fears regarding AI's impact on employment and the economy are currently weighing on broader markets."
2026-02-25,COIN,"Coinbase's head of prediction markets, Toni Gemayel, stated the platform's prediction market, powered by Kalshi, is in early stages after launching in January. Gemayel highlighted sports, politics, and crypto price markets as key areas of interest, noting that the sector has significant growth potential, possibly 100x or 1000x. The platform aims to offer information markets on topics like climate risk and Federal Reserve interest rate decisions."
2026-02-25,COIN,"Cryptocurrency markets rallied on Tuesday, with Coinbase Global (NASDAQ: COIN) shares closing up 1.12%. Despite the gains, the Crypto Fear & Greed Index indicates 'Extreme Fear,' and analysts expect market volatility to remain until the upcoming Deribit options expiry."
2026-02-25,COIN,"Strategy (MSTR) is the most shorted large-cap U.S. stock at 14% short interest, with Coinbase Global (NASDAQ: COIN) ranking fourth at 11%. Analyst Tom Lee views the high short interest in MSTR as a contrarian bullish signal for Bitcoin."
2026-02-25,COIN,"Strategy (MSTR) is the most heavily shorted U.S. stock at 14% of market cap, while Coinbase (NASDAQ: COIN) ranks fourth at 11%. Analysts suggest the short interest in MSTR is largely driven by basis trades involving Bitcoin spot ETFs rather than bearish sentiment."
2026-02-26,COIN,"Cryptocurrencies surged on Wednesday, with Bitcoin rising 4.32% to $68,547.48 and Ethereum 8.31% to $2,062.69. Coinbase Global (COIN) shares closed up 13.52%. Analysts characterize the market uptick as a 'relief rally' rather than a momentum shift, noting that over $580 million was liquidated in 24 hours. Despite the gains, the Crypto Fear & Greed Index indicates 'Extreme Fear' persists."
2026-02-26,COIN,"Louis Amira, CEO of Circuit & Chisel, a platform backed by Coinbase Global (NASDAQ: COIN), stated that market concerns regarding Citrini Research's AI-stablecoin scenario are misdirected. Amira argued that if AI agents shift to stablecoin rails for efficiency, the primary financial impact would fall on payment issuers rather than networks like Visa or Mastercard."
2026-02-26,COIN,"Congressman Tim Moore (R-N.C.) disclosed selling $1,001 to $15,000 in Coinbase Global (NASDAQ: COIN) shares on February 18, 2026. Moore, identified as a top-performing congressional trader in 2025, also made various trades in small-cap stocks including Genprex and Simply Good Foods."
2026-02-26,COIN,"Coinbase Global (NASDAQ: COIN) shares rose 13.57% to $184.07 on Wednesday following a 5% increase in Bitcoin price to over $68,000. Analysts maintain a Buy rating with an average price target of $290.68, though recent moves by Goldman Sachs, Mizuho, and Barclays lowered their respective targets to $264.00, $170.00, and $148.00."
2026-02-27,COIN,"Benzinga's options scanner identified a bearish call option trade for Coinbase Global (COIN) expiring March 20, 2026. The trade involved 50 contracts at a $200.00 strike price, with a total trade price of $26.7K and a price of $535.0 per contract. There were 16,674 open contracts at this strike prior to the trade, with 562 contracts traded today."
2026-02-27,COIN,"On Thursday, major cryptocurrencies retreated, with Bitcoin down 2.13% to $67,060.77 and Ethereum down 2.60% to $2,007.51. Coinbase Global Inc. (COIN) shares closed down 1.57%. Over $240 million was liquidated from the market. Analyst Ali Martinez noted Ethereum's MVRV ratio at 0.78, historically signaling macro bottoms. CryptoQuant projected Bitcoin's bottom between June and December 2026, with a 'sweet spot' in September-November."
2026-02-27,COIN,"Coinbase Global (NASDAQ: COIN) shares rose as Bitcoin reclaimed $68,500. The Clarity Act is identified as a major regulatory catalyst for the company, which generated approximately $1.3 billion in stablecoin-related revenue in 2025. The final legislative language regarding stablecoin rewards is expected to significantly impact Coinbase's 2026 earnings."
2026-02-27,COIN,"Benzinga's options scanner identified 85 extraordinary options activities for Coinbase Global (COIN) on February 26, with 34% bullish and 55% bearish sentiment. Notable trades included 35 puts totaling $2,134,453 and 50 calls totaling $3,656,999, with a price band focus of $5.0 to $270.0. COIN stock is down 2.88% at $178.64 with a volume of 8,871,551. Five analysts in the last 30 days set an average price target of $296.2, including ratings from Cantor Fitzgerald ($221), Rosenblatt ($240), BTIG ($280 and $340), and Citigroup ($400)."
2026-02-28,COIN,"Benzinga's options scanner detected 90 uncommon options trades for Coinbase Global (COIN) with 68% bullish and 25% bearish sentiment. The activity included 13 puts totaling $1,400,277 and 77 calls totaling $6,710,974, with a price window of $5.0 to $400.0. COIN is down 3.73% at $174.31 with a volume of 5,903,648. Five analysts over the past month maintain an average price target of $296.2, including Citigroup ($400), BTIG ($340), Cantor Fitzgerald ($221), Needham ($230), and JP Morgan ($290)."
2026-03-01,COIN,"Beast Industries suspended a video editor, Artem Kaptur, following a $20,000 fine and two-year ban from the prediction platform Kalshi for insider trading. Kalshi determined Kaptur used non-public information to place successful wagers. The platform also fined former gubernatorial candidate Kyle Langford over $2,000 and suspended him for five years for betting on his own race. Companies like Coinbase Global Inc. (COIN) and Robinhood operate in similar trading spaces, raising questions about regulatory oversight."
2026-03-02,COIN,"Cryptocurrencies remained steady on Sunday despite Middle East tensions, with Bitcoin at $66,702.15 and Ethereum at $1,974.11. Over $420 million was liquidated in 24 hours. Analyst Michaël van de Poppe suggested 'peak fear' is behind us as the conflict was already priced in. Analyst Javon Marks identified a 'hidden bullish divergence' for Bitcoin near $67,559, projecting potential growth toward $126,000."
2026-03-03,COIN,"Benzinga's options activity scanner identified a bearish call option trade for Coinbase (COIN) expiring March 6, 2026, with a $185.00 strike price. The trade involved 47 contracts at a total cost of $25.1K, with 6,965 contracts traded today against 5,524 prior open interest."
2026-03-03,COIN,"JPMorgan CEO Jamie Dimon stated on February 2 that cryptocurrency firms offering interest on balances should be regulated as banks. Dimon, who previously clashed with Coinbase CEO Brian Armstrong, emphasized the need for a level playing field regarding banking requirements like insurance and anti-money laundering. Coinbase recently withdrew support for a market structure bill over a rule prohibiting rewards on idle stablecoin balances. JPMorgan shares fell 0.21% in after-hours trading."
2026-03-03,COIN,"Cryptocurrencies rebounded on Monday despite Middle East tensions, with Bitcoin rising 3.10% to $69,055.10 and Ethereum gaining 2.68% to $2,036.10. Coinbase shares closed up 5.34%. CryptoQuant noted that sell-side pressure from short-term Bitcoin holders is fading, potentially signaling market stabilization. Analyst Ali Martinez identified $83,307 and $84,569 as key resistance levels for Bitcoin."
2026-03-04,COIN,"JPMorgan CEO Jamie Dimon stated that crypto firms paying interest on stablecoin balances should be regulated like banks. This follows clashes with Coinbase CEO Brian Armstrong over stablecoin rewards. The CLARITY Act, which would regulate crypto market structure, missed its March 1 deadline due to disputes over stablecoin yields. Coinbase shares are down over 50% from their July 2025 high of $420, trading near $185, after reporting Q4 revenue of $1.78 billion, missing estimates."
2026-03-04,COIN,"Jan Van Eck suggests Bitcoin's 2026 path is driven by its fixed supply and four-year halving cycle. He views 2026 as a bearish year following three years of gains, marking a cyclical bottom. Van Eck frames stablecoins as an evolution rather than a threat, noting competition between decentralized networks and corporate-run blockchains from firms like Coinbase, Circle, and JPMorgan Chase."
2026-03-04,COIN,"Kraken became the first U.S. crypto company to secure a Federal Reserve master account, allowing direct access to Fedwire. This follows JPMorgan CEO Jamie Dimon's recent comments that crypto firms handling deposits should face bank-level regulation. The approval is a pilot for a 'skinny master account' framework. Coinbase remains the only major publicly traded U.S. crypto exchange, with shares trading around $195, up 7%."
2026-03-04,COIN,"Reported On March 3rd: ""Trump met with Coinbase CEO before bashing banks over crypto bill""- Politico"
2026-03-04,COIN,"On Wednesday, Coinbase Global Inc (NASDAQ: COIN) shares rose 10% to $200.63. The broader market saw the Dow fall 100 points, while stocks like Latham Group, Babcock & Wilcox, and B&G Foods recorded significant gains following positive financial reports."
2026-03-04,COIN,"Bitcoin surpassed $70,000 on Wednesday, trading at $70,906.31, which triggered a rally in crypto-related stocks. Coinbase Global Inc (NASDAQ: COIN) saw its shares rise 4.87% in premarket trading to $191.25, following a previous close of $182.36."
2026-03-05,COIN,"Eric Trump accused major banks like JPMorgan and Bank of America of lobbying to restrict yields on stablecoins via the CLARITY Act. The report notes that Coinbase CEO Brian Armstrong met with President Trump at the White House, and that Coinbase has been a leader in the industry's clash with traditional banks over stablecoin yields."
2026-03-05,COIN,"Kraken became the first U.S. crypto exchange to secure a Federal Reserve master account, allowing direct settlement on Fed rails. Kraken is preparing for an IPO, which would make it the third crypto exchange to list on Wall Street alongside Coinbase Global Inc (NASDAQ: COIN) and Bullish. Kraken currently ranks as the second-largest U.S. exchange by volume, behind Coinbase."
2026-03-05,COIN,Bitcoin surged 12% in one week as investors poured nearly $800 million into U.S. Bitcoin ETFs in March. Hedge fund DACM co-founder Richard Galvin noted that Bitcoin's premium on Coinbase (NASDAQ: COIN) indicates a return of bullish sentiment in the U.S.
2026-03-05,COIN,Ripple Offers Clients Access To Coinbase Derivatives Contracts Cleared By Nodal Clear
2026-03-05,COIN,"On March 4, 2026, Coinbase Global Inc. (NASDAQ: COIN) shares rose 14.57% as part of a broader cryptocurrency market rally. Bitcoin reached $74,000, with trading volume up 52%. Analyst Ali Martinez identified $70,685 as a reclaimed resistance level, noting potential resistance zones at $83,307 and $84,569. Michaël van de Poppe suggested the market had overpriced the Middle East war."
2026-03-05,COIN,"In Wednesday's intraday session, Coinbase Global (NASDAQ: COIN) shares rose 15.97% to $211.50, with a market capitalization of $48.1 billion. Other financial stocks showed varied performance, with gainers including Gemini Space Station and Presurance Holdings, while losers included Tian Ruixiang Holdings and Horizon Tech Finance."
2026-03-05,COIN,"Markets rallied Wednesday on potential U.S.-Iran diplomatic talks. Bitcoin rose 7% to over $71,000, while Coinbase shares led Russell 1000 gainers with a 15.38% rally. The gains were supported by de-escalation hopes and increased odds for the U.S. Clarity Act's passage. Major indices like the Nasdaq 100 and S&P 500 also saw gains, while energy stocks lagged as crude prices retreated."
2026-03-05,COIN,"Coinbase CEO Brian Armstrong met privately with President Donald Trump on Tuesday. Subsequently, Trump posted on Truth Social that banks should make a deal with the crypto industry, echoing Armstrong's arguments regarding the CLARITY Act and competition. Banks oppose the bill, citing a Treasury study suggesting stablecoin yields could siphon $6 trillion in deposits. Polymarket bettors give the CLARITY Act a 71% chance of passing in 2026. Coinbase shares rose over 15% to approximately $209."
2026-03-05,COIN,"Senator Chris Murphy is drafting legislation to ban prediction market trades related to government actions, war, and death. The CFTC is preparing regulatory guidance. The report mentions that prediction markets are a major growth area for companies like Robinhood and DraftKings, while Coinbase is not directly involved in the prediction market regulatory debate described."
2026-03-06,COIN,Intercontinental Exchange (ICE) acquired a stake in OKX at a $25 billion valuation. OKX users will gain access to ICE's U.S. futures and tokenized equities markets by late 2026. The article notes that Coinbase Global Inc (NASDAQ: COIN) recently launched commission-free stock trading in its app and is expected to introduce tokenized stocks.
2026-03-06,COIN,"On March 5, 2026, the SEC dismissed all charges against Tron founder Justin Sun and related entities, with Rainberry paying a $10 million civil penalty. The article notes that since President Trump took office, the SEC has dropped lawsuits against several crypto institutions, including Coinbase (NASDAQ: COIN), Binance, and Uniswap."
2026-03-06,COIN,"Coinbase Global Inc. (NASDAQ: COIN) shares closed down 1.54% on Thursday as the broader cryptocurrency market corrected. Bitcoin fell 3.51% to $70,440.60. Blockchain analytics firm CryptoQuant stated that the recent Bitcoin uptick was merely a relief rally rather than the start of a new bull market, noting that the Bull Score Index remains at 10/100."
2026-03-07,COIN,'Kalshi and Polymarket Are Each Eyeing Roughly $20 Billion Valuations'- WSJ
2026-03-07,COIN,"Coinbase Global Inc. (NASDAQ: COIN) shares fell 5% to $196 on Friday, down 18% year-to-date, amid a broader market decline following poor U.S. jobs data. Bitcoin dropped below $70,000, with analyst Benjamin Cowen labeling the March rally a bull trap and suggesting a potential target of $40,000. Polymarket data indicates a 48% chance of Bitcoin dipping to $45,000 in 2026."
2026-03-07,COIN,"Unusual options activity for Coinbase Global Inc. (NASDAQ: COIN) was recorded in the session, showing a bearish call option sweep expiring on March 13, 2026. Parties traded 48 contracts at a $200.00 strike price, with a total trade price of $31.2K. There were 1,386 open contracts at this strike prior to the trade, with 2,255 contracts traded today."
2026-03-09,COIN,"Coinbase co-founder Brian Armstrong shared that the company initially struggled after its 2012 launch. While in the Y Combinator program, Armstrong sought user feedback and discovered that the lack of a simple 'Buy Bitcoin' option was hindering growth. After implementing this feature, Coinbase achieved product-market fit. Today, Coinbase is the largest U.S. crypto exchange, processing nearly $2 billion in daily trades, and Armstrong has an estimated net worth of $9.7 billion."
2026-03-09,COIN,"Cryptocurrencies declined as Middle East conflict tensions impacted markets. Bitcoin fell below $65,000, and Ethereum also saw selling pressure, with over $340 million in market liquidations. The Crypto Fear & Greed Index hit 8, indicating 'extreme fear.' Analyst Rekt Capital noted that the 200-week EMA at $72,000 is acting as a price ceiling for Bitcoin, while Mr. Wall Street predicted a short-term rally to $80,000-$85,000 before a potential bear market bottom at $40,000-$50,000."
2026-03-09,COIN,"Bitmine Says As of March 8, 2026, The Company's Crypto Holdings Are Comprised Of 4,534,563 ETH, 195 Bitcoin, $200M Stake In Beast Industries, $14M Stake In Eightco Holdings And Total Cash Of $1.2B; Bitmine Has 3,040,483 Staked ETH, MAVAN Staking Solution On Track To Launch Q1 2026"
2026-03-09,COIN,Aon Completes First Stablecoin Insurance Premium Payment Pilot With Coinbase And Paxos
